ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
-0.026271080025282778,0.25919471072588524,-0.1394708713751093,0.11241484558326897,0.9676326479561902,1.708954233030653,-1.1806505657521278,1.3055419230297494,-1.2862975839507313,0
-2.284627844523288,-2.0364136650369358,-0.385986649553349,-0.3076937081044106,-0.004302620083068511,2.062574999579364,0.27059723987304235,-0.6390799088802406,0.6842178911400506,0
0.697402209375118,0.8476648329496834,-0.24004733679701537,1.3605938595071565,-0.004302620083068511,-0.09403211476423624,0.7811168574507188,0.000906986527741019,-1.1673654621705243,0
0.8454760271041761,0.5476513738775178,0.0004933044420881189,0.5920078206187585,0.6458317714905037,-0.7788299619632442,1.2551344298168203,2.1522629420375288,0.8484115203631912,0
1.3730631846495667,-0.46442908670804023,-0.46024857027889415,-0.36369793312202997,-0.6477128239055803,-0.34393890863273974,-0.824357169283179,-2.1821925426279063,0.1387855311835096,0
-1.0137185022532926,-0.24505658624016735,0.7681552044519208,0.26698284546690054,-0.18999215146934384,-1.8034164046994228,-1.779276241536275,-0.7285811770861871,-1.8033373530673005,0
2.142980290299788,1.5727039917640286,0.768272551002428,0.24710701574839383,1.6634279344153795,-1.7640196775193027,-0.14973587720616663,1.1541286437829161,-1.6581549379326515,0
1.0625659255389364,0.21268688265296734,-0.9514976176544342,-1.6168803225152013,-0.8365816304824667,0.5989543332683132,-0.5808200544526513,-0.22879178285908094,0.5570408723888756,0
-0.026271080025282778,-2.3538105640337537,-0.88152204716074,0.430804982599945,-1.79567329057817,-0.45574505125241593,-0.4773533816426017,-0.7913060120049407,-0.4764660749430315,0
2.7936878778035403,0.9387745904100734,0.3958393935726953,1.235070636960992,1.9505851721494902,1.7037177072792622,1.1013342999266293,0.35330882170790207,0.5174865590556367,0
0.19497018405869085,-0.9383708013074498,1.1906290812878737,0.27066742883736467,-0.19148654815500588,-0.0101679696050385,0.39358378754040124,0.7822543942121197,-0.39024568951289884,0
0.6126281321511158,0.6790563989266257,-0.3702919790766406,0.6242612504008946,-0.004302620083068511,-0.7685379619609984,0.07279335376697806,0.6392958161490531,0.05758561107280983,0
0.031129779873669803,-1.206534235127654,-0.3744943347004923,-2.2214712027993695,-1.4166856675033643,-0.9712709531062311,0.49719956917043473,0.8305030670969695,-0.6677617041187873,0
-0.026271080025282778,-1.4051690953931797,0.6064934953709149,-0.1794576452057249,-0.9443250867752082,-0.5747096045886809,1.5375949966441518,0.6408232804751068,0.5731245042031655,0
0.2872210747934651,0.27302072571287184,0.7270153287212616,-1.2949602033948382,-0.004302620083068511,0.22818769330484376,-0.3194584964177501,0.246989837173318,1.0388751774945033,0
-0.4944809788350402,-0.293131277438522,2.172993862058257,1.5840605062100765,0.8561603759356977,1.1203593118059274,-0.8299497236553361,0.5495992447234233,0.524902458387655,0
-0.015160674381032923,0.4465406809721409,1.0227296175073868,1.8779618350912088,-0.004302620083068511,-1.3743530439870406,1.8478492471303798,-0.6186247463736402,0.38659089856277196,0
1.4338438367840733,2.3557389050646536,0.2312284717223603,-0.13727642751588276,1.7931166788717705,0.6406190400033893,-0.2713792431857427,0.32037794215772225,0.688068541634682,0
1.2936254326372882,2.5243595431497297,-0.29127714108225844,-0.5799411491685054,-0.004302620083068511,0.06482820601965561,-0.4221148599998181,-0.16391619592172396,-1.961774432313836,0
0.20205282304095332,0.5513994297095794,0.41247081601104785,-1.6992254284255848,0.06113530672050011,0.5408799223060462,-0.5368773966998743,-0.228857221763605,-1.8025800188912815,0
-0.026271080025282778,0.9449671594083829,0.03324594052738442,2.029032938468787,-0.004302620083068511,1.5915385060582368,0.6187833269673936,-1.3333076758570692,0.21356441498066894,0
-0.2815702134450679,-0.8543260496095828,1.0185963638413111,-0.7982519186668066,-0.6257124934970716,1.2060896363103097,1.0881614656100524,0.6745839475529722,-0.27822009637613465,0
-0.026271080025282778,0.596456762606812,-0.5596826985441173,-0.957275041858789,-0.18264281019170855,0.12437654314377093,-0.02899576348148776,-0.41543053167219046,1.9127707260379931,0
